Job Family Group,Job Families,Job Profile Long,Career Track,Track Level,Career Track Sort,Pay Grade,Min,Mid,Max,Grade Key
Engineering,Electrical Test Engineering,Principal Electrical Test Engineer,Technical Professional,TP5,43,18,126900,161800,196700,U18-1
Engineering,Electrical Test Engineering,Sr Principal Electrical Test Engineer,Technical Professional,TP6,44,20,149800,191000,232200,U20-1
Engineering,Electrical Test Engineering,"Manager, Electrical Test Engineering",Management,MG3,49,17,119800,149800,179700,U17-1
Engineering,Electrical Test Engineering,"Sr Manager, Electrical Test Engineering",Management,MG4,50,19,138400,176400,214500,U19-1
Engineering,Electrical Test Engineering,"Assc Director, Electrical Test Engineering",Management,MG4,50,19,138400,176400,214500,U19-1
Engineering,Electrical Test Engineering,"Director, Electrical Test Engineering",Management,MG5,51,21,161600,206000,250500,U21-1
Engineering,Electrical Test Engineering,"Sr Director, Electrical Test Engineering",Management,MG6,52,22,173100,225000,277000,U22-1
Engineering,Engineering-Executive,"VP, DevOps Engineering",Executive,EX1,54,25,,,,U25-1
Engineering,Engineering-Executive,"VP, Development Engineering",Executive,EX1,54,24,207700,270000,332300,U24-1
Engineering,Engineering-Executive,"SVP, Development Engineering",Executive,EX3,56,26,246800,327000,407200,U26-1
Engineering,Engineering-Executive,"SVP, DevOps Engineering",Executive,EX3,56,27,,,,U27-1
Engineering,Mechanical Designers,Mechanical Designer I,Technical Support,TS1,9,6,39400,49300,59100,U6-1
Engineering,Mechanical Designers,Mechanical Designer II,Technical Support,TS2,10,7,44200,55300,66300,U7-1
Engineering,Mechanical Designers,Sr Mechanical Designer I,Technical Support,TS3,11,9,55400,69300,83100,U9-1
Engineering,Mechanical Designers,Sr Mechanical Designer II,Technical Support,TS4,12,11,68900,86100,103400,U11-1
Engineering,Mechanical Designers,"Supervisor, Mechanical Design",Management,MG1,47,11,68900,86100,103400,U11-1
Engineering,Mechanical Designers,"Sr Supervisor, Mechanical Design",Management,MG2,48,14,91700,114600,137600,U14-1
Engineering,Mechanical Designers,"Manager, Mechanical Design",Management,MG3,49,16,109900,137400,164900,U16-1
Engineering,Mechanical Designers,"Sr Manager, Mechanical Design",Management,MG4,50,18,126900,161800,196700,U18-1
Engineering,Mechanical Designers,"Assc Director, Mechanical Design",Management,MG4,50,18,126900,161800,196700,U18-1
Engineering,Mechanical Designers,"Director, Mechanical Design",Management,MG5,51,19,149800,191000,232200,U20-1
Engineering,Mechanical Designers,"Sr Director, Mechanical Design",Management,MG6,52,21,161600,206000,250500,U21-1
Engineering,Mechanical Engineering,Mechanical Engineer I,Technical Professional,TP1,39,10,61500,76900,92300,U10-1
Engineering,Mechanical Engineering,Mechanical Engineer II,Technical Professional,TP2,40,11,68900,86100,103400,U11-1
Engineering,Mechanical Engineering,Sr Mechanical Engineer I,Technical Professional,TP3,41,14,91700,114600,137600,U14-1
Engineering,Mechanical Engineering,Sr Mechanical Engineer II,Technical Professional,TP4,42,16,109900,137400,164900,U16-1
Engineering,Mechanical Engineering,Principal Mechanical Engineer,Technical Professional,TP5,43,17,119800,149800,179700,U17-1
Engineering,Mechanical Engineering,Sr Principal Mechanical Engineer,Technical Professional,TP6,44,19,138400,176400,214500,U19-1
Engineering,Mechanical Engineering,"Supervisor, Mechanical Engineering",Management,MG1,47,13,83400,104200,125100,U13-1
Engineering,Mechanical Engineering,"Sr Supervisor, Mechanical Engineering",Management,MG2,48,15,100900,126100,151400,U15-1
Engineering,Mechanical Engineering,"Manager, Mechanical Engineering",Management,MG3,49,17,119800,149800,179700,U17-1
Engineering,Mechanical Engineering,"Sr Manager, Mechanical Engineering",Management,MG4,50,19,138400,176400,214500,U19-1
Engineering,Mechanical Engineering,"Assc Director, Mechanical Engineering",Management,MG4,50,19,138400,176400,214500,U19-1
Engineering,Mechanical Engineering,"Director, Mechanical Engineering",Management,MG5,51,21,161600,206000,250500,U21-1
Engineering,Mechanical Engineering,"Sr Director, Mechanical Engineering",Management,MG6,52,22,173100,225000,277000,U22-1
Engineering,Product Dev Engineering,Product Development Engineer I,Technical Professional,TP1,39,10,61500,76900,92300,U10-1
Engineering,Product Dev Engineering,Product Development Engineer II,Technical Professional,TP2,40,11,68900,86100,103400,U11-1
Engineering,Product Dev Engineering,Sr Product Development Engineer I,Technical Professional,TP3,41,14,91700,114600,137600,U14-1
Engineering,Product Dev Engineering,Sr Product Development Engineer II,Technical Professional,TP4,42,16,109900,137400,164900,U16-1
Engineering,Product Dev Engineering,Principal Product Development Engineer,Technical Professional,TP5,43,18,126900,161800,196700,U18-1
Engineering,Product Dev Engineering,Sr Principal Product Development Engineer,Technical Professional,TP6,44,20,149800,191000,232200,U20-1
Engineering,Product Dev Engineering,"Manager, Product Development Engineering",Management,MG3,49,16,109900,137400,164900,U16-1
Engineering,Product Dev Engineering,"Sr Manager, Product Development Engineering",Management,MG4,50,19,138400,176400,214500,U19-1
Engineering,Product Dev Engineering,"Assc Director, Product Development Engineering",Management,MG4,50,19,138400,176400,214500,U19-1
Engineering,Product Dev Engineering,"Director, Product Development Engineering",Management,MG5,51,19,149800,191000,232200,U20-1
Engineering,Product Dev Engineering,"Sr Director, Product Development Engineering",Management,MG6,52,21,161600,206000,250500,U21-1
Engineering,Reliability Engineering,Reliability Engineer I,Technical Professional,TP1,39,9,55400,69300,83100,U9-1
Engineering,Reliability Engineering,Reliability Engineer II,Technical Professional,TP2,40,12,75800,94700,113700,U12-1
Engineering,Reliability Engineering,Sr Reliability Engineer I,Technical Professional,TP3,41,14,91700,114600,137600,U14-1
Engineering,Reliability Engineering,Sr Reliability Engineer II,Technical Professional,TP4,42,16,109900,137400,164900,U16-1
Engineering,Reliability Engineering,Principal Reliability Engineer,Technical Professional,TP5,43,18,126900,161800,196700,U18-1
Engineering,Reliability Engineering,Sr Principal Reliability Engineer,Technical Professional,TP6,44,19,138400,176400,214500,U19-1
Engineering,Reliability Engineering,"Manager, Reliability Engineering",Management,MG3,49,17,109900,137400,164900,U16-1
Engineering,Reliability Engineering,"Sr Manager, Reliability Engineering",Management,MG4,50,19,138400,176400,214500,U19-1
Engineering,Reliability Engineering,"Assc Director, Reliability Engineering",Management,MG4,50,19,138400,176400,214500,U19-1
Engineering,Reliability Engineering,"Director, Reliability Engineering",Management,MG5,51,20,149800,191000,232200,U20-1
Engineering,Reliability Engineering,"Sr Director, Reliability Engineering",Management,MG6,52,22,173100,225000,277000,U22-1
Engineering,Software Architects,Software Architect I,Technical Professional,TP1,39,10,61500,76900,92300,U10-1
Engineering,Software Architects,Software Architect II,Technical Professional,TP2,40,13,83400,104200,125100,U13-1
Engineering,Software Architects,Sr Software Architect I,Technical Professional,TP3,41,16,109900,137400,164900,U16-1
Engineering,Software Architects,Sr Software Architect II,Technical Professional,TP4,42,17,119800,149800,179700,U17-1
Engineering,Software Architects,Principal Software Architect,Technical Professional,TP5,43,20,149800,191000,232200,U20-1
Engineering,Software Architects,Sr Principal Software Architect,Technical Professional,TP6,44,22,173100,225000,277000,U22-1
Engineering,Software Architects,"Manager, Software Architects",Management,MG3,49,18,126900,161800,196700,U18-1
Engineering,Software Architects,"Sr Manager, Software Architects",Management,MG4,50,20,149800,191000,232200,U20-1
Engineering,Software Architects,"Assc Director, Software Architects",Management,MG4,50,20,149800,191000,232200,U20-1
Engineering,Software Architects,"Director, Software Architects",Management,MG5,51,22,173100,225000,277000,U22-1
Engineering,Software Architects,"Sr Director, Software Architects",Management,MG6,52,23,188500,245000,301600,U23-1
Engineering,Software Engineering,Software Engineer I,Technical Professional,TP1,39,10,61500,76900,92300,U10-1
Engineering,Software Engineering,Software Engineer II,Technical Professional,TP2,40,13,83400,104200,125100,U13-1
Engineering,Software Engineering,Sr Software Engineer I,Technical Professional,TP3,41,16,109900,137400,164900,U16-1
Engineering,Software Engineering,Sr Software Engineer II,Technical Professional,TP4,42,17,119800,149800,179700,U17-1
Engineering,Software Engineering,Principal Software Engineer,Technical Professional,TP5,43,20,149800,191000,232200,U20-1
Engineering,Software Engineering,Sr Principal Software Engineer,Technical Professional,TP6,44,22,173100,225000,277000,U22-1
Engineering,Software Engineering,Distinguished Engineer,Technical Professional,TP7,45,23,188500,245000,301600,U23-1
Engineering,Software Engineering,Engineering Fellow,Technical Professional,TP8,46,25,224200,297000,369900,U25-1
Engineering,Software Engineering,"Manager, Software Engineering",Management,MG3,49,18,126900,161800,196700,U18-1
Engineering,Software Engineering,"Sr Manager, Software Engineering",Management,MG4,50,20,149800,191000,232200,U20-1
Engineering,Software Engineering,"Assc Director, Software Engineering",Management,MG4,50,20,149800,191000,232200,U20-1
Engineering,Software Engineering,"Director, Software Engineering",Management,MG5,51,22,173100,225000,277000,U22-1
Engineering,Software Engineering,"Sr Director, Software Engineering",Management,MG6,52,23,188500,245000,301600,U23-1
Engineering,Software Engineering-Executive,"VP, Software Engineering",Executive,EX1,54,25,224200,297000,369900,U25-1
Engineering,Software Engineering-Executive,"SVP, Software Engineering",Executive,EX3,56,27,270900,359000,447000,U27-1
Engineering,Software QA Engineering,Software QA Engineer I,Technical Professional,TP1,39,9,55400,69300,83100,U9-1
Engineering,Software QA Engineering,Software QA Engineer II,Technical Professional,TP2,40,12,75800,94700,113700,U12-1
Engineering,Software QA Engineering,Sr Software QA Engineer I,Technical Professional,TP3,41,14,91700,114600,137600,U14-1
Engineering,Software QA Engineering,Sr Software QA Engineer II,Technical Professional,TP4,42,16,109900,137400,164900,U16-1
Engineering,Software QA Engineering,Principal Software QA Engineer,Technical Professional,TP5,43,18,126900,161800,196700,U18-1
Engineering,Software QA Engineering,Sr Principal Software QA Engineer,Technical Professional,TP6,44,20,149800,191000,232200,U20-1
Engineering,Software QA Engineering,"Supervisor, Software QA Engineering",Management,MG1,47,12,75800,94700,113700,U12-1
Engineering,Software QA Engineering,"Sr Supervisor, Software QA Engineering",Management,MG2,48,15,100900,126100,151400,U15-1
Engineering,Software QA Engineering,"Manager, Software QA Engineering",Management,MG3,49,17,119800,149800,179700,U17-1
Engineering,Software QA Engineering,"Sr Manager, Software QA Engineering",Management,MG4,50,19,138400,176400,214500,U19-1
Engineering,Software QA Engineering,"Assc Director, Software QA Engineering",Management,MG4,50,19,138400,176400,214500,U19-1
Engineering,Software QA Engineering,"Director, Software QA Engineering",Management,MG5,51,20,149800,191000,232200,U20-1
Engineering,Software QA Engineering,"Sr Director, Software QA Engineering",Management,MG6,52,22,173100,225000,277000,U22-1
Engineering,SW Test Engineering,Software Test Engineer I,Technical Professional,TP1,39,11,61500,76900,92300,U10-1
Engineering,SW Test Engineering,Software Test Engineer II,Technical Professional,TP2,40,13,83400,104200,125100,U13-1
Engineering,SW Test Engineering,Sr Software Test Engineer I,Technical Professional,TP3,41,15,109900,137400,164900,U16-1
Engineering,SW Test Engineering,Sr Software Test Engineer II,Technical Professional,TP4,42,17,119800,149800,179700,U17-1
Engineering,SW Test Engineering,Principal Software Test Engineer,Technical Professional,TP5,43,20,149800,191000,232200,U20-1
Engineering,SW Test Engineering,Sr Principal Software Test Engineer,Technical Professional,TP6,44,22,173100,225000,277000,U22-1
Engineering,SW Test Engineering,"Supervisor, Software Test Engineering",Management,MG1,47,11,68900,86100,103400,U11-1
Engineering,SW Test Engineering,"Sr Supervisor, Software Test Engineering",Management,MG2,48,17,83400,104200,125100,U13-1
Engineering,SW Test Engineering,"Manager, Software Test Engineering",Management,MG3,49,19,100900,126100,151400,U15-1
Engineering,SW Test Engineering,"Sr Manager, Software Test Engineering",Management,MG4,50,21,149800,191000,232200,U20-1
Engineering,SW Test Engineering,"Assc Director, Software Test Engineering",Management,MG4,50,21,149800,191000,232200,U20-1
Engineering,SW Test Engineering,"Director, Software Test Engineering",Management,MG5,51,22,173100,225000,277000,U22-1
Engineering,SW Test Engineering,"Sr Director, Software Test Engineering",Management,MG6,52,24,188500,245000,301600,U23-1
Engineering,SW Engineering Technician,SW Engineering Technician I,Technical Support,TS1,9,6,39400,49300,59100,U6-1
Engineering,SW Engineering Technician,SW Engineering Technician II,Technical Support,TS2,10,7,44200,55300,66300,U7-1
Engineering,SW Engineering Technician,Sr SW Engineering Technician I,Technical Support,TS3,11,9,55400,69300,83100,U9-1
Engineering,SW Engineering Technician,Sr SW Engineering Technician II,Technical Support,TS4,12,10,61500,76900,92300,U10-1
Engineering,SW Engineering Technician,"Supervisor, SW Engineering Technicians",Management,MG1,47,12,75800,94700,113700,U12-1
Engineering,SW Engineering Technician,"Sr Supervisor, SW Engineering Technicians",Management,MG2,48,15,83400,104200,125100,U13-1
Engineering,SW Engineering Technician,"Manager, SW Engineering Technicians",Management,MG3,49,17,100900,126100,151400,U15-1
Engineering,SW Engineering Technician,"Sr Manager, SW Engineering Technicians",Management,MG4,50,19,138400,176400,214500,U19-1
Engineering,SW Engineering Technician,"Assc Director, SW Engineering Technicians",Management,MG4,50,19,138400,176400,214500,U19-1
Engineering,SW Engineering Technician,"Director, SW Engineering Technicians",Management,MG5,51,20,149800,191000,232200,U20-1
Engineering,SW Engineering Technician,"Sr Director, SW Engineering Technicians",Management,MG6,52,22,173100,225000,277000,U22-1
Engineering,Systems Engineering,Systems Engineer I,Technical Professional,TP1,39,10,61500,76900,92300,U10-1
Engineering,Systems Engineering,Systems Engineer II,Technical Professional,TP2,40,12,75800,94700,113700,U12-1
Engineering,Systems Engineering,Sr Systems Engineer I,Technical Professional,TP3,41,15,100900,126100,151400,U15-1
Engineering,Systems Engineering,Sr Systems Engineer II,Technical Professional,TP4,42,17,119800,149800,179700,U17-1
Engineering,Systems Engineering-Executive,"VP, Systems Engineering",Executive,EX1,54,25,224200,297000,369900,U25-1
Engineering,Systems Engineering-Executive,"SVP, Systems Engineering",Executive,EX3,56,27,270900,359000,447000,U27-1
Engineering,Systems Engineering,Principal Systems Engineer,Technical Professional,TP5,43,19,138400,176400,214500,U19-1
Engineering,Systems Engineering,Sr Principal Systems Engineer,Technical Professional,TP6,44,22,173100,225000,277000,U22-1
Engineering,Systems Engineering,"Manager, Systems Engineering",Management,MG3,49,18,126900,161800,196700,U18-1
Engineering,Systems Engineering,"Sr Manager, Systems Engineering",Management,MG4,50,20,149800,191000,232200,U20-1
Engineering,Systems Engineering,"Assc Director, Systems Engineering",Management,MG4,50,20,149800,191000,232200,U20-1
Engineering,Systems Engineering,"Director, Systems Engineering",Management,MG5,51,22,173100,225000,277000,U22-1
Engineering,Systems Engineering,"Sr Director, Systems Engineering",Management,MG6,52,24,207700,270000,332300,U24-1
Engineering,Software Testing,Software Test Assciate I,Technical Support,TS1,9,6,39400,49300,59100,U6-1
Engineering,Software Testing,Software Test Assciate II,Technical Support,TS2,10,7,44200,55300,66300,U7-1
Engineering,Software Testing,Sr Software Test Assciate I,Technical Support,TS3,11,8,49500,61900,74300,U8-1
Engineering,Software Testing,Sr Software Test Assciate II,Technical Support,TS4,12,9,,,,U9-1
Engineering,Test Engineering Technician,Engineering Technician I,Technical Support,TS1,9,5,39400,49300,59100,U6-1
Engineering,Test Engineering Technician,Engineering Technician II,Technical Support,TS2,10,6,44200,55300,66300,U7-1
Engineering,Test Engineering Technician,Sr Engineering Technician I,Technical Support,TS3,11,8,55400,69300,83100,U9-1
Engineering,Test Engineering Technician,Sr Engineering Technician II,Technical Support,TS4,12,10,61500,76900,92300,U10-1
Engineering,Test Engineering Technician,"Supervisor, Engineering Technicians",Management,MG1,47,12,75800,94700,113700,U12-1
Engineering,Test Engineering Technician,"Sr Supervisor, Engineering Technicians",Management,MG2,48,14,83400,104200,125100,U13-1
Engineering,Test Engineering Technician,"Manager, Engineering Technicians",Management,MG3,49,16,91700,114600,137600,U14-1
Engineering,Test Engineering Technician,"Sr Manager, Engineering Technicians",Management,MG4,50,19,138400,176400,214500,U19-1
Engineering,Test Engineering Technician,"Assc Director, Engineering Technicians",Management,MG4,50,19,138400,176400,214500,U19-1
Engineering,Test Engineering Technician,"Director, Engineering Technicians",Management,MG5,51,21,161600,206000,250500,U21-1
Engineering,Test Engineering Technician,"Sr Director, Engineering Technicians",Management,MG6,52,23,188500,245000,301600,U23-1
Engineering,User Experience,UX Designer I,Technical Professional,TP1,39,11,68900,86100,103400,U11-1
Engineering,User Experience,UX Designer II,Technical Professional,TP2,40,14,91700,114600,137600,U14-1
Engineering,User Experience,Sr UX Designer I,Technical Professional,TP3,41,16,109900,137400,164900,U16-1
Engineering,User Experience,Sr UX Designer II,Technical Professional,TP4,42,18,126900,161800,196700,U18-1
Engineering,User Experience,Principal UX Designer,Technical Professional,TP5,43,21,161600,206000,250500,U21-1
Engineering,User Experience,Sr Principal UX Designer,Technical Professional,TP6,44,22,173100,225000,277000,U22-1
Engineering,User Experience,"Manager, UX Design",Management,MG3,49,18,126900,161800,196700,U18-1
Engineering,User Experience,"Sr Manager, UX Design",Management,MG4,50,20,149800,191000,232200,U20-1
Engineering,User Experience,"Assc Director, UX Design",Management,MG4,50,20,149800,191000,232200,U20-1
Engineering,User Experience,"Director, UX Design",Management,MG5,51,22,161600,206000,250500,U21-1
Engineering,User Experience,"Sr Director, UX Design",Management,MG6,52,23,188500,245000,301600,U23-1
Finance,Finance-Executive,"VP, Controller",Executive,EX1,54,24,207700,270000,332300,U24-1
Finance,Finance-Executive,"VP, Finance",Executive,EX1,54,24,207700,270000,332300,U24-1
Finance,Finance-Executive,"SVP, Controller",Executive,EX3,56,26,246800,327000,407200,U26-1
Finance,Finance-Executive,"SVP, Finance",Executive,EX3,56,25,224200,297000,369900,U25-1
Finance,Financial Planning & Analysis,Financial Analyst I,Business Professional,BP1,31,8,49500,61900,74300,U8-1
Finance,Financial Planning & Analysis,Financial Analyst II,Business Professional,BP2,32,10,61500,76900,92300,U10-1
Finance,Financial Planning & Analysis,Sr Financial Analyst I,Business Professional,BP3,33,12,75800,94700,113700,U12-1
Finance,Financial Planning & Analysis,Sr Financial Analyst II,Business Professional,BP4,34,15,100900,126100,151400,U15-1
Finance,Financial Planning & Analysis,Principal Financial Analyst,Business Professional,BP5,35,17,119800,149800,179700,U17-1
Finance,Financial Planning & Analysis,Sr Principal Financial Analyst,Business Professional,BP6,36,19,138400,176400,214500,U19-1
Finance,Financial Planning & Analysis,"Manager, Financial Planning & Analysis ",Management,MG3,49,16,109900,137400,164900,U16-1
Finance,Financial Planning & Analysis,"Sr Manager, Financial Planning & Analysis ",Management,MG4,50,18,126900,161800,196700,U18-1
Finance,Financial Planning & Analysis,"Assc Director, Financial Planning & Analysis ",Management,MG4,50,18,126900,161800,196700,U18-1
Finance,Financial Planning & Analysis,"Director, Financial Planning & Analysis ",Management,MG5,51,20,149800,191000,232200,U20-1
Finance,Financial Planning & Analysis,"Sr Director, Financial Planning & Analysis ",Management,MG6,52,23,188500,245000,301600,U23-1
Finance,SOX Compliance,SOX Compliance Analyst I,Business Professional,BP1,31,7,49500,61900,74300,U8-1
Finance,SOX Compliance,SOX Compliance Analyst II,Business Professional,BP2,32,9,61500,76900,92300,U10-1
Finance,SOX Compliance,Sr SOX Compliance Analyst I,Business Professional,BP3,33,11,75800,94700,113700,U12-1
Finance,SOX Compliance,Sr SOX Compliance Analyst II,Business Professional,BP4,34,16,100900,126100,151400,U15-1
Finance,SOX Compliance,Principal SOX Compliance Analyst,Business Professional,BP5,35,18,126900,161800,196700,U18-1
Finance,SOX Compliance,Sr Principal SOX Compliance Analyst,Business Professional,BP6,36,19,138400,176400,214500,U19-1
Finance,SOX Compliance,"Manager, SOX Compliance",Management,MG3,49,15,100900,126100,151400,U15-1
Finance,SOX Compliance,"Sr Manager, SOX Compliance",Management,MG4,50,19,138400,176400,214500,U19-1
Finance,SOX Compliance,"Assc Director, SOX Compliance",Management,MG4,50,19,138400,176400,214500,U19-1
Finance,SOX Compliance,"Director, SOX Compliance",Management,MG5,51,20,149800,191000,232200,U20-1
Finance,SOX Compliance,"Sr Director, SOX Compliance",Management,MG6,52,23,188500,245000,301600,U23-1
Finance,Stock Administration,Stock Administrator I,Business Professional,BP1,31,10,49500,61900,74300,U8-1
Finance,Stock Administration,Stock Administrator II,Business Professional,BP2,32,11,55400,69300,83100,U9-1
Finance,Stock Administration,Sr Stock Administrator I,Business Professional,BP3,33,14,75800,94700,113700,U12-1
Finance,Stock Administration,Sr Stock Administrator II,Business Professional,BP4,34,16,91700,114600,137600,U14-1
Finance,Stock Administration,Principal Stock Administrator,Business Professional,BP5,35,18,109900,137400,164900,U16-1
Finance,Stock Administration,Sr Principal Stock Administrator,Business Professional,BP6,36,20,126900,161800,196700,U18-1
Finance,Stock Administration,"Manager, Stock Administration",Management,MG3,49,16,109900,137400,164900,U16-1
Finance,Stock Administration,"Sr Manager, Stock Administration",Management,MG4,50,19,138400,176400,214500,U19-1
Finance,Stock Administration,"Assc Director, Stock Administration",Management,MG4,50,19,138400,176400,214500,U19-1
Finance,Stock Administration,"Director, Stock Administration",Management,MG5,51,21,161600,206000,250500,U21-1
Finance,Stock Administration,"Sr Director, Stock Administration",Management,MG6,52,22,173100,225000,277000,U22-1
Finance & Accounting,Corporate Tax,Corporate Tax Analyst I,Business Professional,BP1,31,8,49500,61900,74300,U8-1
Finance & Accounting,Corporate Tax,Corporate Tax Analyst II,Business Professional,BP2,32,10,61500,76900,92300,U10-1
Finance & Accounting,Corporate Tax,Sr Corporate Tax Analyst I,Business Professional,BP3,33,12,75800,94700,113700,U12-1
Finance & Accounting,Corporate Tax,Sr Corporate Tax Analyst II,Business Professional,BP4,34,14,91700,114600,137600,U14-1
Finance & Accounting,Corporate Tax,Principal Corporate Tax Analyst,Business Professional,BP5,35,19,138400,176400,214500,U19-1
Finance & Accounting,Corporate Tax,Sr Principal Corporate Tax Analyst,Business Professional,BP6,36,22,173100,225000,277000,U22-1
Finance & Accounting,Corporate Tax,"Manager,  Corporate Tax ",Management,MG3,49,16,109900,137400,164900,U16-1
Finance & Accounting,Corporate Tax,"Sr Manager,  Corporate Tax ",Management,MG4,50,19,138400,176400,214500,U19-1
Finance & Accounting,Corporate Tax,"Assc Director, Corporate Tax",Management,MG4,50,19,138400,176400,214500,U19-1
Finance & Accounting,Corporate Tax,"Director,  Corporate Tax ",Management,MG5,51,21,161600,206000,250500,U21-1
Finance & Accounting,Corporate Tax,"Sr Director,  Corporate Tax ",Management,MG6,52,23,188500,245000,301600,U23-1
Finance & Accounting,Financial Reporting,Financial Reporting Analyst I,Business Professional,BP1,31,8,49500,61900,74300,U8-1
Finance & Accounting,Financial Reporting,Financial Reporting Analyst II,Business Professional,BP2,32,10,61500,76900,92300,U10-1
Finance & Accounting,Financial Reporting,Sr Financial Reporting Analyst I,Business Professional,BP3,33,12,75800,94700,113700,U12-1
Finance & Accounting,Financial Reporting,Sr Financial Reporting Analyst II,Business Professional,BP4,34,13,100900,126100,151400,U15-1
Finance & Accounting,Financial Reporting,Principal Financial Reporting Analyst,Business Professional,BP5,35,16,109900,137400,164900,U16-1
Finance & Accounting,Financial Reporting,Sr Principal Financial Reporting Analyst,Business Professional,BP6,36,19,138400,176400,214500,U19-1
Finance & Accounting,Financial Reporting,"Manager, Financial Reporting ",Management,MG3,49,15,100900,126100,151400,U15-1
Finance & Accounting,Financial Reporting,"Sr Manager, Financial Reporting ",Management,MG4,50,18,126900,161800,196700,U18-1
Finance & Accounting,Financial Reporting,"Director, Financial Reporting ",Management,MG5,51,20,149800,191000,232200,U20-1
Finance & Accounting,Financial Reporting,"Sr Director, Financial Reporting ",Management,MG6,52,22,173100,225000,277000,U22-1
Finance & Accounting,Payroll,Payroll Administrator I,Business Support,BS1,4,5,35300,44100,53000,U5-1
Finance & Accounting,Payroll,Payroll Administrator II,Business Support,BS2,5,6,39400,49300,59100,U6-1
Finance & Accounting,Payroll,Sr Payroll Administrator I,Business Support,BS3,6,7,44200,55300,66300,U7-1
Finance & Accounting,Payroll,Sr Payroll Administrator II,Business Support,BS4,7,9,55400,69300,83100,U9-1
Finance & Accounting,Payroll,Payroll Analyst I,Business Professional,BP1,31,8,49500,61900,74300,U8-1
Finance & Accounting,Payroll,Payroll Analyst II,Business Professional,BP2,32,9,55400,69300,83100,U9-1
Finance & Accounting,Payroll,Sr Payroll Analyst I,Business Professional,BP3,33,11,68900,86100,103400,U11-1
Finance & Accounting,Payroll,Sr Payroll Analyst II,Business Professional,BP4,34,13,83400,104200,125100,U13-1
Finance & Accounting,Payroll,Principal Payroll Analyst,Business Professional,BP5,35,18,126900,161800,196700,U18-1
Finance & Accounting,Payroll,Sr Principal Payroll Analyst,Business Professional,BP6,36,20,149800,191000,232200,U20-1
Finance & Accounting,Payroll,"Manager, Payroll",Management,MG3,49,15,100900,126100,151400,U15-1
Finance & Accounting,Payroll,"Sr Manager, Payroll",Management,MG4,50,17,119800,149800,179700,U17-1
Finance & Accounting,Payroll,"Director, Payroll",Management,MG5,51,19,138400,176400,214500,U19-1
Finance & Accounting,Payroll,"Sr Director, Payroll",Management,MG6,52,22,173100,225000,277000,U22-1
Behavioral Science,Consumer Insights,Behavioral Science Researcher I,Business Professional,BP1,31,9,55400,69300,83100,U9-1
Behavioral Science,Consumer Insights,Behavioral Science Researcher II,Business Professional,BP2,32,10,61500,76900,92300,U10-1
Behavioral Science,Consumer Insights,Sr Behavioral Science Researcher I,Business Professional,BP3,33,13,83400,104200,125100,U13-1
Behavioral Science,Consumer Insights,Sr Behavioral Science Researcher II,Business Professional,BP4,34,16,109900,137400,164900,U16-1
Behavioral Science,Consumer Insights,Principal Behavioral Science Researcher,Business Professional,BP5,35,20,149800,191000,232200,U20-1
Behavioral Science,Consumer Insights,Sr Principal Behavioral Science Researcher,Business Professional,BP6,36,21,161600,206000,250500,U21-1
Behavioral Science,Consumer Insights,"Manager, Behavioral Science Research",Management,MG3,49,15,100900,126100,151400,U15-1
Behavioral Science,Consumer Insights,"Sr Manager, Behavioral Science Research",Management,MG4,50,17,119800,149800,179700,U17-1
Behavioral Science,Consumer Insights,"Assc Director, Behavioral Science Research",Management,MG4,50,17,119800,149800,179700,U17-1
Behavioral Science,Consumer Insights,"Director, Behavioral Science Research",Management,MG5,51,19,138400,176400,214500,U19-1
Behavioral Science,Consumer Insights,"Sr Director, Behavioral Science Research",Management,MG6,52,23,188500,245000,301600,U23-1
Behavioral Science,Human Factors,Human Factors Researcher I,Technical Professional,TP1,39,11,68900,86100,103400,U11-1
Behavioral Science,Human Factors,Human Factors Researcher II,Technical Professional,TP2,40,14,91700,114600,137600,U14-1
Behavioral Science,Human Factors,Sr Human Factors Researcher I,Technical Professional,TP3,41,16,109900,137400,164900,U16-1
Behavioral Science,Human Factors,Sr Human Factors Researcher II,Technical Professional,TP4,42,18,126900,161800,196700,U18-1
Behavioral Science,Human Factors,Principal Human Factors Researcher,Technical Professional,TP5,43,21,161600,206000,250500,U21-1
Behavioral Science,Human Factors,Sr Principal Human Factors Researcher,Technical Professional,TP6,44,22,173100,225000,277000,U22-1
Behavioral Science,Human Factors,"Manager, Human Factors Research",Management,MG3,49,18,126900,161800,196700,U18-1
Behavioral Science,Human Factors,"Sr Manager, Human Factors Research",Management,MG4,50,20,149800,191000,232200,U20-1
Behavioral Science,Human Factors,"Assc Director, Human Factors Research",Management,MG4,50,20,149800,191000,232200,U20-1
Behavioral Science,Human Factors,"Director, Human Factors Research",Management,MG5,51,22,161600,206000,250500,U21-1
Behavioral Science,Human Factors,"Sr Director, Human Factors Research",Management,MG6,52,23,188500,245000,301600,U23-1
Inside Sales,Inbound Pump Sales,"Specialist 1, Inbound Pump Sales",Sales Support,SS1,14,5,35300,44100,53000,U5-1
Inside Sales,Inbound Pump Sales,"Specialist 2, Inbound Pump Sales",Sales Support,SS2,15,6,39400,49300,59100,U6-1
Inside Sales,Inbound Pump Sales,"Specialist 3, Inbound Pump Sales",Sales Support,SS3,16,7,44200,55300,66300,U7-1
